,id,score,name,size,calories,max_calories,children
0,56660c57-27a9-44b4-be5c-c8fa04041994,289,Silly Blob,5.1999875,43.513015593749124,50,1
1,c937ba7d-1e0e-47a9-a4cb-baaf518710f3,288,Silly Blob,5.0,43.74999999999858,50,1
2,fc21b34b-d2dc-426c-b3d2-f2421d068a3e,366,Brainy Blob,11.987084476013989,49.37067806500932,50,0
3,b97ccc7b-67d5-4634-b630-eb59f7f7f1f3,352,Brainy Blob,11.795086145316434,42.863972882084255,50,1
4,aff75e4a-6d4f-4819-8233-1d4282c9dd89,134,Silly Blob,2.5,21.83189599569467,41.695298628638334,0
5,384a19ca-cbae-42d4-bb3c-12827deb3f52,135,Silly Blob,2.59999375,21.945343471137715,55.29147529446133,0
6,22e55082-9573-4f11-99e6-c50e6e792fad,328,Brainy Blob,5.264676909938439,55.172456684717794,57.28106090976462,0
