,id,score,name,size,modeltype,calories,max_calories,children
0,3b0bd065-0d6c-4a18-8e18-85bcf6e964f8,280,Silly Blob,5.798461119938892,None,44.4479734776573,50,0
1,d0c3b551-ec02-4d88-bd19-8957eaabf872,303,Silly Blob,5.3973750125,None,45.97895561568674,50,1
2,250fea76-c076-461f-8572-d33865c70028,314,Brainy Blob,7.393556930564533,NN,48.13312687503278,50,0
3,8b0c7858-60f6-4285-b282-ce3345f0e977,322,Learny Blob,6.595169517454849,DQN,47.230028802668414,50,1
4,bb4fbed9-036a-4d38-9cc9-2bf74bad3290,296,Learny Blob,4.070260837742081,DQN,51.06591349015862,51.50478856907928,0
5,cf3f981d-8587-40cf-9b05-d56c9e61813c,140,Silly Blob,2.5999875,None,22.943705693941865,42.68054169507682,0
