,id,score,name,size,modeltype,calories,max_calories,children
0,e93838cd-5441-482c-8c4d-071a00e4e2cb,300,Silly Blob,5.594342102875001,None,48.923089145196414,50,0
1,32c4a52d-f648-44ba-8e68-b3ac03cc5307,337,Silly Blob,6.792383119970837,None,49.98301904220007,50,1
2,12e313ef-e227-4f34-99e5-7682c5793d3a,331,Brainy Blob,8.192444292076038,NN,49.856632224888685,50,0
3,82f4fbc1-5c75-4cfa-8926-8000d3d67a25,340,Learny Blob,7.392679457044932,DQN,49.40858564343648,50,1
4,f0ed9db2-306e-421a-9553-4728350408a3,241,Silly Blob,3.179147423870005,None,41.902017213323376,43.189462962916295,0
5,b7eefa73-f814-4958-ab58-2bf4f0cdea37,255,Learny Blob,5.5808655952675705,DQN,39.858357766360456,40.10362069648832,0
